,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Average of ICO composite indicator,1.579083885,1.474632082,1.177740986,1.360504047,2.968046358,3.055573951,2.253127299,2.955960265,2.405150846,1.892126564,1.418119941,1.006438558,1.053936718,1.145787344,1.371983076,1.972718911,2.113576159,2.377078734,2.742844003,2.553421634,3.250386313,4.644352465,3.451140545,2.638226637,3.427354673,2.752152318,2.810448859,2.796596762,2.406751288
